,Code,Description
690,19721,La Skycab Airline: LAA
691,19722,National Air: NAT
692,19723,Omniflight Airways: OMI
693,19724,Southern Express Airways: SEP
694,19725,Turner Aire: TUR
695,19726,AAR Western Skyways: WSK
696,19727,Skybus Inc.: FW
697,19728,Caicos Caribbean Airways: CUQ
698,19729,Jet Express: BDE
699,19730,Regent Air Corporation: 4R
700,19731,Westates Airlines: WTA
701,19732,Action Airlines: AON
702,19733,California Seaboard: CAF
703,19734,Enterprise Airlines Inc.: ENT
704,19735,Island Air Express: IEX
705,19736,Maui Airlines: MAA
706,19737,Metro Express 11: MEX
707,19738,Otter Air: OTT
708,19739,Prime Air Inc.: PRM
709,19740,Sallee's Aviation: SAL
710,19741,Wrangell Air Service: WGL
711,19742,Atlantic Gulf Airlines: ZY
712,19743,Skyworld Airlines Inc.: PKQ
713,19744,Presidential Airways Inc.: XV
714,19745,Caribbean Air Cargo Co Ltd.: DC
715,19746,P.T. Garuda Indonesian Arwy: GA
716,19747,Egyptair: MS
717,19748,Bay Air: BYA
718,19749,Five Star Airlines: FFQ
719,19750,King Flying Service: KFS
720,19751,Le Point Air: LEQ
721,19752,Barrow Air: BRW
722,19753,Big Island Air: BIA
723,19754,Cityhop: CCA
724,19755,GP Express Airlines: GPA
725,19756,Iowa Airways: IOW
726,19757,Mountain West Airlines: MWA
727,19758,Resort Commuter: RSC
728,19759,Texas National Airlines: TXA
729,19760,Air Hawaii: AHC
730,19761,Aerotal: XK
731,19762,Air L.A.: ALS
732,19763,Aero Coach: AEO
733,19764,Air Link Airways: ALK
734,19765,Million Air: BFG
735,19766,Helitrans: HEL
736,19767,La Helicopter: LAH
737,19768,Omniflight Helicopters: OMH
738,19769,Reeves Air: RVA
739,19770,Compania Panamena (Copa): CM
740,19771,Zas Airline Of Egypt: ZAQ
741,19772,Polar International: POL
742,19773,Hemisphere Air Charter: XDC
743,19774,Airways International: AIT
744,19775,Chicago Airlines: CGA
745,19776,Royal West Airlines: YM
746,19777,Airpac Inc.: XYZ
747,19778,Aerovias Venezolanas-Avensa: VE
748,19779,Cathay Pacific Airways Ltd.: CX
749,19780,Galena Air Service: GAL
750,19781,Stateswest Airlines: STW
751,19782,Executive Transport: EXR
752,19783,Propheter Aviation: PRP
753,19784,Wise Airlines Inc.: WAI
754,19786,Haines Airways: HNS
755,19787,Great American Airways: FDQ
756,19788,Air Puerto Rico Airlines: FD
757,19789,Viacao Aerea Sao Paulo: VP
758,19790,Delta Air Lines Inc.: DL
759,19791,All Nippon Airways Co.: NH
760,19792,International Parcel Express Inc.: XDD
761,19793,Anglo Airlines Ltd.: AZQ
762,19794,Midcontinent Airlines: MDC
763,19795,Malaysian Airline System: MH
764,19796,Pilgrim Aviation & Airlines: PMT
765,19797,Florida Express Inc.: ZO
766,19798,Orion Air: OPQ
767,19799,Nationair: NAQ
768,19800,Air Cape: APE
769,19801,Lake Coastal: LCT
770,19802,Mst Aviation: MTV
771,19803,First Air: 7F
772,19804,Transportes Aereos De Cabo: VR
773,19805,American Airlines Inc.: AA
774,19806,Air Charter Systems (Acs): WAQ
775,19807,Helitac Aviation: HET
776,19808,Belize Air International Ltd.: BM
777,19809,Highland Express Airways: VY
778,19810,Mid Pacific Airlines Inc.: MPA
779,19811,Aero Tranportes Panamenos: ATQ
780,19812,Millon Air Inc.: LBQ
781,19813,Air Caribe International: ARB
782,19814,Air South (1): ASU
783,19815,Air South: ASH
784,19816,Bangor International Air: BAN
785,19817,Chester County Aviation: CCO
786,19818,East Coast Airways: ECR
787,19819,Hub Express: HEP
788,19820,Tropical Helicopter Airways: THA
789,19821,Turk Hava Yollari A.O.: TK
790,19822,Piedmont Aviation Inc.: PI
791,19823,Air Train Inc.: XDE
792,19824,Haiti Air Freight Intl: HFQ
793,19825,Ketchikan Air Service: KET
794,19826,Salair Inc.: XDF
795,19827,Npa Inc.: NAP
796,19828,Air America: GM
797,19829,Time Air Ltd.: KI
798,19830,Nippon Cargo Airlines: KZ
799,19831,Seagull Air Service: SEG
800,19832,Nasville Eagle: NAS
801,19833,Aleutian Air: ALU
802,19834,Custom Air Service: CUS
803,19835,GCS Air Service: GSC
804,19836,Golden State Airlines: GST
805,19837,Springdale Air: SPG
806,19838,Sportsman Flying Service: SPR
807,19839,Saeta Airlines: EH
808,19840,Aerolineas Mundo: MUQ
809,19841,Tropical Airways Inc.: GG (1)
810,19842,Grenada Airways Ltd.: GG (2)
811,19843,Mid Pacific Air Corp.: MPC
812,19844,Exec Express II: EET
813,19845,Taquan Air Service: TAQ
814,19846,Chartair: CTR
815,19847,Laredo Air: LAR
816,19848,Qwest Commuter: QWE
817,19849,Tri Air Freight: TAF
818,19850,Wra Inc.: WRA
819,19851,Zambia Airways Corp.: Q2
820,19852,Swissair Transport Co. Ltd.: SR
821,19853,Airlift International: ARD
822,19854,Pacair: PCR
823,19855,Bradley Air Services Ltd.: BCQ
824,19856,Corse Air International: CYQ
825,19857,Iraqi Airways: IA
826,19858,Monarch Airlines: ZB
827,19859,Vacationair: VAQ
828,19860,Lineas Aereas La-Tur Sa: LUQ
829,19861,Holidair Airways: HOQ
830,19862,Aerovias S.A.: AOQ
831,19863,Alas De Transporte International: APQ
832,19864,Transamerica Airlines Inc.: TV (1)
833,19865,Haiti Trans Air: TV
834,19866,Canadian Aviation Express: CWQ
835,19867,Japan Air System Co. Ltd.: JD
836,19868,Manhattan Express: MEA
837,19869,Britannia Airways Ltd.: BY
838,19870,Aero Freight: AEF
839,19871,Panama Aviation: PNM
840,19872,Welch Aviation: WLH
841,19873,Austrian Airlines: OS
842,19874,Air Transport International: 8C
843,19875,Aero California: JR
844,19876,Heritage Airlines: HRG
845,19877,Kitty Hawk Air Cargo: XDH
846,19878,Columbia Pacific Airlines (1): EXA
847,19879,Columbia Pacific Airlines: CLB
848,19880,Central States Air Lines: CSL
849,19881,Mohawk Airlines: MHK
850,19882,Skymaster: SYM
851,19883,Novair International Airways Ltd.: NVQ
852,19884,TPI International Airways: TSQ
853,19885,Universal Airlines Inc.: UTQ
854,19886,Aruba Cargo: IPQ
855,19887,Latcr: LCQ
856,19888,Transcarga: TDQ (1)
857,19889,Venexcargo: TDQ
858,19890,Aeroejecutivos C.A.: EJQ
859,19891,Aeropuma: PUQ
860,19892,Aeronautica De Cancun: ACQ
861,19893,Aerovias Colombianas Arca: ARQ
862,19894,Zuliana De Aviacion: ZUQ
863,19895,Interamericana De Aviacion: ITQ
864,19896,Fast Air Carrier Ltd.: UD
865,19897,Lineas Aereas Mayas (Lamsa): MYQ
866,19898,Emery Worldwide Airlines: TNQ
867,19899,Hong Kong Dragonair: KA
868,19900,Air Marshall Islands Inc.: CW
869,19901,Blue Bell Inc.: BUQ (1)
870,19902,Wrangler Aviation Inc.: BUQ
871,19903,Conquest Airline Corp.: CQI
872,19904,Air Southeast: ATH
873,19905,California Air Shuttle: CLF
874,19906,Northcoast Executive: NCE
875,19907,Scott Aviation: SCN
876,19908,Trans Air (Hawaii): TXE
877,19909,Air Belgium: BEQ
878,19910,Aerolineas Latinas: LNQ
879,19911,Air Aruba: FQ
880,19912,Cayman Airways Limited: KX
881,19913,Belize Trans Air: 4H
882,19914,Air Liberte: LRQ
883,19915,Sea Air Shuttle: SAH
884,19916,Primeras Lineas Uruguays For International: PU
885,19917,United Parcel Service: 5X
886,19918,Gulf Air Taxi: GAT
887,19919,Adirondack Airlines: ADR
888,19920,Corporate Air: CRP
889,19921,Drummond Island Air: DIA
890,19922,Gulf Flite Center: GFC
891,19923,Lapsa: LAP
892,19924,L'Express: LEX
893,19925,Travelair: TVL
894,19926,Valley Air Services: VAS
895,19927,Aerosur (1): ASQ
896,19928,Central American Airlines: GW (1)
897,19929,Charter One: CHT
898,19930,Alaska Airlines Inc.: AS
899,19931,Regal Air: 2R
900,19932,Apa International Air S.A.: 7P
901,19933,Air New Zealand: NZ
902,19934,Das Air Cargo: SE (1)
903,19935,Star Aviation: SRA
904,19936,Territorial Airlines: TRR
905,19937,Loken Aviation: LKN
906,19938,Dawn Air: DWN
907,19939,Flying Boat: FYB
908,19940,Caraven S.A.: CVQ
909,19941,Trans Europ. Airways France: EFQ
910,19942,General Air Cargo: GCQ
911,19943,Allied Airlines: ALD
912,19944,Airvantage: AVG
913,19945,Chicago Air Taxi: CGO
914,19946,Great Western Aviation: GWA
915,19947,Paradise Island Airlines: PRD
916,19948,Redwing Airways: RDW
917,19949,Lauda Air Luftfahrt Ag: NG
918,19950,Flagship Express Services: 9R
919,19951,Braniff International Airlines Inc.: BE
920,19952,Carnival Air Lines Inc.: KW
921,19953,Transportes Aereos Mercantiles Panamericanos S.A: QT
922,19954,Japan Air Charter Co. Ltd.: JZ
923,19955,Affretair: ZL
924,19956,Servicios Avensa: VC
925,19957,Mcclain Airlines Inc.: MU (1)
926,19958,China Eastern Airlines: MU
927,19959,Dulles Express: DUL
928,19960,Skybus Express Airlines: SYB
929,19961,Air Transat: TS
930,19962,Hawaii Pacific Air: XAH
931,19963,World Air Network: WL
932,19964,Island Express: IPS
933,19965,Rocky Mountain Helicopters: RMH
934,19966,Sierra Nevada Airways: SNV
935,19967,Trans World Express: TWE
936,19968,Arizona Pacific Airways: AZP
937,19969,International Cargo Xpress: XPQ
938,19970,Northeast Express Regional (1): NER
939,19971,Northeast Express Regional: NEX
940,19972,Av Atlantic: HCQ
941,19973,Aerotour Dominicano Cxa: RTQ
942,19974,Aero Uruguay (1): ROQ
943,19975,Aero Uruguay: URQ
944,19976,Air North: 4N
945,19977,United Air Lines Inc.: UA
946,19978,Air Alpha: AHA
947,19979,Alliance Air: AIY
948,19980,Florida Air: FLA
949,19981,Patriot Airlines Inc.: PAQ
950,19982,USAir Shuttle: TB (1)
951,19983,Key Airlines Inc.: ZN
952,19984,Translift Airways Limited: FB
953,19985,Turks Air Ltd.: KTQ
954,19986,Turks Air Ltd. (1): BHQ
955,19987,Advantage Airlines: ADV
956,19988,Air West Airlines: AWA
957,19989,Keene Airways: KEA
958,19990,Sky One Express: SOE
959,19991,America West Airlines Inc.: HP (Merged with US Airways 9/05.Stopped reporting 10/07.)
960,19992,Hispaniola Airways: ZS
961,19993,Airmark Airlines Inc.: AKQ
962,19994,Reno Air Inc.: QQ
963,19995,Aces Airlines: VX (1)
964,19996,Nicaraguense De Aviacion Sa: 6Y
965,19997,Jet America Airlines Inc.: SI (1)
966,19998,Sierra Pacific Airlines: SI
967,19999,South Pacific Island Airway: SOP
968,20000,Time Air Sweden Ab: HK
969,20001,Tranps Aereos Guatemaltecos: TGQ
970,20002,Morris Air Corporation: KN
971,20003,Balkan Bulgarian Airlines: LZ
972,20004,Cal Air International Ltd.: BR (1)
973,20005,Eva Airways Corporation: BR
974,20006,Capitol Air Express Inc.: CPQ
975,20007,Atlas Air Inc.: 5Y
976,20008,Ram Aviation: RMV
977,20009,Eclipse Airlines: ECL
978,20010,Aero Transcolombiana: CLQ
979,20011,Air Casino: ASN
980,20012,Express Airlines II: EXP
981,20013,Rader Aviation: RDR
982,20014,Trans American Charter: ECQ
983,20015,Export Air Del Peru S.A.: EXQ
984,20016,Lineas Aereas Allegro: LGQ
985,20017,Continental Micronesia: CS
986,20018,J.D.Valenciana De Aviation: V5
987,20019,Private Jet Expeditions: 5J (1)
988,20020,Eagle Airlines: V9
989,20021,Eagle Airlines (1): ECA
990,20022,Leisure International Airways Ltd.: LZQ
991,20023,Malev Hungarian Airlines: MA
992,20024,Serv. Aerolineas Mexicanas: SMQ
993,20025,Lineas Aereas Suramerican: LSQ
994,20026,Quassar De Mexico: OMQ
995,20027,Oasis International Airlines S.A.: OB
996,20028,Aerochago S.A.: G3 (1)
997,20029,Transp. Aereos Ejecutivos: GD
998,20030,Aerolineas Uruguayas S.A.: UYQ
999,20031,People Express Airlines Inc.: PE (1)
1000,20032,Air Europe S.P.A.: PE
1001,20033,UFS Inc.: U2
1002,20034,Pacific International Airlines: PIQ
1003,20035,Air Florida Express: AFE
1004,20036,American Flight Group: AFG
1005,20037,Aviation Sales: AVL
1006,20038,Business Helicopters: BUH
1007,20039,Four Star Aviation: FRS
1008,20040,Sky-Jet: SKJ
1009,20041,Salair: SLR
1010,20042,Southern Air Transport Inc.: SAQ
1011,20043,Air Ukraine: 6U
1012,20044,Aeromonterrey S.A.: 7M
1013,20045,Biman Bangladesh Airlines: BG
1014,20046,Air Wisconsin Airlines Corp: ZW
1015,20047,Caribair: CRB
1016,20048,Gorda Aero Service: GRA
1017,20049,Western Air Lines Inc.: WA (1)
1018,20050,Worldwide Airlines Services: WA
1019,20051,USAfrica Airways Inc.: E8
1020,20052,Skyjet S.A.: SBQ
1021,20053,Servicio Aereo Leo Lopez: 8L
1022,20054,Gulf Air Transport Inc.: GF (1)
1023,20055,Gulf Air Company: GF
1024,20056,Antigua Paradise Airways: PDQ
1025,20057,Evergreen International Inc.: EZ
1026,20058,Air Pacific Ltd. (1): FJ (1)
1027,20059,Air Pacific Ltd.: FJ
1028,20060,Air South Inc. (1): WV (1)
1029,20061,Air South Inc.: ASC
1030,20062,Island Air Charters: ICH
1031,20063,Pacificair: PFA
1032,20064,Ghana Airways Corporation: GH
1033,20065,Sky Service F.B.O.: SEQ
1034,20066,Advance Air Charters: AAQ
1035,20067,Mahalo Air: MHO
1036,20068,Capitol Air: CPT
1037,20069,Dolphin Express: DXA
1038,20070,Grand Airways Inc.: QD
1039,20071,Jetall Airways: 8J
1040,20072,Scanair: SIQ (1)
1041,20073,Premiair: SIQ
1042,20074,Renown Aviation: REQ
1043,20075,Aeromar C. Por A.: BQ
1044,20076,Texas Airways: TXY
1045,20077,Halisa Air: WD
1046,20078,Western Pacific Airlines: W7
1047,20079,Brasair Transportes Aereos: BTQ
1048,20080,Uzbekistan Airways: HY
1049,20081,Downeast Flying Service: DFS
1050,20082,Pine State Airlines: PNS
1051,20083,Sunshine Airlines: SUA
1052,20084,Aspen Airways Inc.: APN
1053,20085,Aeromexpress: QO
1054,20086,Tristar Airlines Inc.: T3
1055,20087,Sierra Expressway: SXP
1056,20088,Tower Air Inc.: FF
1057,20089,Serv De Trans Aereos Fuegui: FS
1058,20090,Royal Air: QN
1059,20091,Krasair: 7B
1060,20092,Merlin Express: MLX
1061,20093,Custom Air Transport: CTQ
1062,20094,Jettrain Airlines: LF
1063,20095,World Airways Inc.: WO
1064,20096,Mexicargo: GJ (1)
1065,20097,Prestige Airways: OI
1066,20098,Eagle Jet Charter: EGJ
1067,20099,Laker Airways Inc.: 6F
1068,20100,Polar Air Cargo Airways: PO
1069,20101,Southern Frontier Air Trans: SFQ (1)
1070,20102,Pacific International Airlines Inc.: SFQ
1071,20103,North East Cargo Airlines: NEQ
1072,20104,Transaero Airlines: UN
1073,20105,Ecuatoriana De Aviacion: EU
1074,20106,Sunworld International Airlines: SM
1075,20107,Federal Express Corporation: FX
1076,20108,Northern Air Cargo Inc.: NC
1077,20109,Blue Scandinavia Ab: TRQ
1078,20110,Antonov Company: ADB
1079,20111,DHL Aero Expresso: DHQ
1080,20112,Maverick Airways: MAV
1081,20113,Golden West Airlines Inc.: GDW
1082,20114,Air Caribbean (1): XC
1083,20115,Air Caribbean: AIC
1084,20116,Canada 3000 Airlines Ltd.: 2T
1085,20117,Sobelair: Q7 (1)
1086,20118,Air Illinois Inc.: UX (1)
1087,20119,Air Europa: UX
1088,20120,Condor Flugdienst: DE
1089,20121,Air Atlantic Dominicana: LU
1090,20122,Mountain Air Express: MTX
1091,20123,Aeroejecutivo S.A.: SX (1)
1092,20124,City Bird: H2
1093,20125,Panagra Airways: PNQ
1094,20126,Laker Airways: GKQ
1095,20127,Lb Limited: 7Z
1096,20128,Flying Colours Airlines Ltd.: MT (1)
1097,20129,Sky Trek International Airlines: 1I
1098,20130,M & N Aviation: MNA
1099,20131,Jim Air Inc.: JMA
1100,20132,Cascade Airways Inc.: CZ (1)
1101,20133,China Southern Airlines: CZ
1102,20134,Jamaica Air Freighters: JAQ
1103,20135,Nacnet: NET
1104,20136,Magadan Airlines: H5
1105,20137,Sunworld International Airways Inc.: JK (1)
1106,20138,Spanair S.A.: JK
1107,20139,Air Atlanta Inc.: CC (1)
1108,20140,Air Atlanta Icelandic: CC
1109,20141,Austin Express Inc.: AUX
1110,20142,Flagship Airlines Inc.: 8N
1111,20143,Kiwi International: KP
1112,20144,Transportes Aereos Nacional: TX (1)
1113,20145,Soc.Nouvelle Air Guadeloupe: TX
1114,20146,Sun Pacific International: SPQ
1115,20147,TransMeridian Airlines: T9
1116,20148,Martinair Holland N.V.: MP
1117,20149,Florida West Airlines Inc.: PRQ
1118,20150,Harlequin Air Corporation: HQQ
1119,20151,Amerijet International: M6
1120,20152,Aviacsa Airlines: 6A
1121,20153,Ethiopian Airlines: ET
1122,20154,Airbus Transport Internat'l: BGQ
1123,20155,Aeropostal Alas De Venezuel: VH
1124,20156,ABSA-Aerolinhas Brasileiras: M3
1125,20157,Swiss World Airways: SO
1126,20158,Av Center Inc.: AVC
1127,20159,Express Air d/b/a Sunrise: XPA
1128,20160,Braniff Inc.: BN (1)
1129,20161,Britannia Airways GmbH: BN
1130,20162,Air Tahiti Nui: TN
1131,20163,Translux Intl Airlines: LXQ
1132,20164,Accessair Holdings: ZA
1133,20165,Queen Air: 5G (1)
1134,20166,Gulf And Caribbean Cargo: GFQ
1135,20167,Transportes Aeros Meridiona: JJ
1136,20168,Eastwind Airlines Inc.: W9
1137,20169,Lynden Air Cargo Airlines: L2
1138,20170,Mesaba Airlines: XJ
1139,20171,American International Airways Inc.: NI (1)
1140,20172,Lanica: NI
1141,20173,Kitty Hawk International: CDQ
1142,20174,Air Ketchum Idaho Inc.: AIK
1143,20175,Luxair: LG
1144,20176,National Airlines: N7
1145,20177,Asia Pacific: PFQ
1146,20178,Lorair Ltd.: LOQ
1147,20179,TUIfly Nordic A.B.: 6B
1148,20181,Trans International Express: TIE
1149,20182,Lapa-Lineas Aereas Privadas: MJ
1150,20183,Czech Airlines: OK
1151,20184,Novair Airlines Ab: NOQ
1152,20185,Jalways Co. Ltd.: JO
1153,20186,Sterling Cargo: NB
1154,20187,The Hawaii Express Inc.: LP (1)
1155,20188,Lan Peru Airlines: LP
1156,20189,Aero Continente: N6
1157,20190,Southern Air Inc.: 9S
1158,20191,Fine Airlines Inc.: FNQ
1159,20192,Vanguard Airlines Inc.: NJ
1160,20193,Gemini Air Cargo Airways: GR
1161,20194,Arrow Air Inc.: JW
1162,20195,Tradewinds Airlines: WI
1163,20196,Air Malta: KM
1164,20197,Casino Airlines (1): CSN
1165,20198,Casino Airlines: CSA
1166,20199,Farwest Airlines: FRW
1167,20200,C.A.L Cargo Airlines: 5C
1168,20201,Ameristar Air Cargo: AMQ
1169,20202,Chicago Express Airlines: C8 (1)
1170,20203,Falcon Air Express: FCQ
1171,20204,Champion Air: MG
1172,20205,Aeromaritime: OV
1173,20206,Jazz Aviation LP: QK
1174,20207,XTRA Airways: XP
1175,20208,Taca Peru: TQQ
1176,20209,Air Japan Co: NQ
1177,20210,Privatair: PBQ
1178,20211,Trans World Airways LLC: TW
1179,20212,Sunair Express LLC: SUX
1180,20213,Polyot Airlines: POQ
1181,20214,Avia Leasing Company: AD (1)
1182,20215,Best Airlines Inc.: IW (1)
1183,20216,Air Liberte Aka Aom Minerve: IW
1184,20217,Air Excursions LLC (1): AEX
1185,20218,Express One International Inc.: JKQ
1186,20219,Village Aviation: VLA
1187,20220,Air 21: A7 (1)
1188,20221,Air Comet S.A.: A7
1189,20222,Estafeta Carga Aereas: E7
1190,20223,F.S. Air Service: FSA
1191,20224,Katmai Air: KAT
1192,20225,Peninsula Airways Inc.: KS
1193,20226,Spernak Airways Inc.: SNK
1194,20227,Vensecar International: V4
1195,20228,Suncoast Airlines Inc.: WS (1)
1196,20229,Westjet: WS
1197,20230,Lineas Aereas Azteca: ZE
1198,20231,Dutch Caribbean Airlines: K8 (1)
1199,20232,Cielos De Peru: A2
1200,20233,Swiss International Airlines: LX
1201,20234,Edelweiss Air Ag: 8R
1202,20235,Conner Air Lines Inc.: 4S (1)
1203,20236,Sol Air (Aero Hunduras): 4S
1204,20237,Trans States Airlines: AX
1205,20238,Southern Wind Airlines: A4
1206,20239,All Canada Express: CEQ
1207,20240,Ccair: SNB
1208,20241,Sunrise Airlines Inc.: ASW
1209,20242,North Vancouver Air: NXQ
1210,20243,Valujet Airlines Inc.: J7
1211,20244,Potomac Air: POA
1212,20245,Great Plains Airlines Inc.: TRI
1213,20246,Atlantic Coast Jet Inc.: ACJ
1214,20247,Rio Grande Air: EWA
1215,20248,Wilburs Inc.: 8F
1216,20249,Nevis Express: NVX
1217,20250,Aerolitoral: 5D
1218,20251,Westair Airlines Inc.: OE
1219,20252,Pacific Island Aviation: 9J
1220,20253,Cape Air: 9K
1221,20254,Colgan Air: 9L
1222,20255,Central Mountain Air: 9M
1223,20256,Arizona Airways: ARZ
1224,20257,Bemidji Airlines: CH
1225,20258,Big Sky Airlines Inc.: GQ
1226,20259,European Aviation Air Charter: E72
1227,20260,Worldwide Airlines Inc.: WLQ
1228,20261,Ellis Air Taxi Inc.: ELL
1229,20262,Empire Airlines Inc. (1): UR
1230,20263,Empire Airlines Inc.: EM
1231,20264,Empire Airlines Inc. (2): EMP
1232,20265,Freedom Airlines d/b/a HP Expr: F8
1233,20266,G5 Executive Ag: GBQ
1234,20267,Grand Canyon Helicopters: GCH
1235,20268,Global Supply System: GSQ
1236,20269,Allegheny Airlines: HRZ
1237,20270,Helijet International Inc.: JB
1238,20271,Winair Inc.: WNQ
1239,20272,Kenmore Air Harbor: KAH
1240,20273,New England Airlines Inc.: NEW
1241,20274,Northwest Seaplanes: NWS
1242,20275,Ozark Air Lines Inc. (1): OZ (1)
1243,20276,Ozark Air Lines Inc.: OZA
1244,20277,Asiana Airlines Inc.: OZ
1245,20278,Mytravel Airways: RNQ
1246,20279,Air-Serve: RSV
1247,20280,Seaborne Aviation: SEB
1248,20281,Mountain Bird/Salmon Air: S6 (1)
1249,20282,Samoa Aviation Inc.: SMO
1250,20283,Trans Continental Airlines: YB
1251,20284,Express.Net Airlines: TCQ
1252,20285,Ward Air: WRD
1253,20286,Vintage Props & Jets Inc.: VQ
1254,20287,Island Air Hawaii: WP
1255,20288,Trans International Airlines Inc.: TFQ
1256,20289,Friday Harbor Seaplanes: WST
1257,20290,Air St. Thomas: ZP
1258,20291,Air Midwest Inc.: ZV
1259,20292,Airbc Ltd.: ZX (1)
1260,20293,Air Georgian: ZX
1261,20294,Jetsgo: SG
1262,20295,Midway Airlines Inc. (1): ML (1)
1263,20296,Aero Costa Rica: ML
1264,20297,Midway Airlines Inc.: JI (1)
1265,20298,Jes Air Ltd.: JX (1)
1266,20299,Southeast Airlines: JX
1267,20300,Pacific Wings Airlines: LW
1268,20301,Kar-Air Oy: KR (1)
1269,20302,Kitty Hawk Aircargo: KR
1270,20303,Nolinor Aviation: NLQ
1271,20304,SkyWest Airlines Inc.: OO
1272,20305,Pace Airlines: PCQ
1273,20306,Challenge Air Transport Inc.: VV (1)
1274,20307,Challenge Air International Inc.: VV (2)
1275,20308,Centurion Cargo Inc.: WE
1276,20309,Aerosvit Ukranian Airlines: VV
1277,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines: K8"
1278,20311,Jet Connection Businessflight Ag: JCQ
1279,20312,ATA Airlines d/b/a ATA: TZ
1280,20313,Cargojet Airways Ltd.: W8
1281,20314,"Midwest Airline, Inc.: YX (1)"
1282,20315,Bellair Inc. (1): 7G (1)
1283,20316,Bellair Inc.: 5B
1284,20317,MK Airlines Ltd.: 7G
1285,20318,Olson Air Service: 4B (1)
1286,20319,Smokey Bay Air Inc.: 2E
1287,20320,Frontier Flying Service: 2F
1288,20321,British Airtours Limited: 4E
1289,20322,Tanana Air Service: 4EQ
1290,20323,Warbelow: 4W
1291,20324,Yute Air Aka Flight Alaska: 4Y
1292,20325,Arctic Circle Air Service: 5F
1293,20326,Cape Smythe Air Service: 6C
1294,20327,Era Aviation: 7H
1295,20328,Inland Aviation Services: 7N
1296,20329,Skystar International Inc.: 7S (1)
1297,20330,Arctic Transportation: 7S
1298,20331,Bering Air Inc.: 8E
1299,20332,Baker Aviation Inc.: 8Q
1300,20333,Wright Air Service: 8V
1301,20334,Thomas Cook Airlines Uk Ltd.: MT
1302,20335,Boston-Maine Airways: E9
1303,20336,Hageland Aviation Service: H6
1304,20337,Kalinin Aviation LLC d/b/a Alaska Seaplanes: J5
1305,20338,Larrys Flying Service: J6
1306,20339,L.A.B. Flying Service Inc.: JF
1307,20340,"SeaPort Airlines, Inc. d/b/a Wings of Alaska: K5"
1308,20341,Alaska Central Express: KO
1309,20342,40-Mile Air: Q5
1310,20343,Airlift International Inc.: RD (1)
1311,20344,Ryan International Airlines: RD
1312,20345,Regency Air: RGQ
1313,20346,Iliamna Air Taxi: V8
1314,20347,Pro Air Inc.: P9
1315,20348,Lan Ecuador: XL
1316,20349,Promech: Z3 (1)
1317,20350,Lan Dominica: 4M (1)
1318,20351,Primaris Airlines Inc.: FE
1319,20352,Westward Airways Inc.: WAW
1320,20353,Servant Air Inc.: 8D
1321,20354,Aerodynamics Inc.: AJQ
1322,20355,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.)
1323,20356,Skyway Airlines: AL
1324,20357,"Astar USA, LLC: ER"
1325,20358,Great Lakes Airlines: ZK
1326,20359,Triair Bermuda Flt Operations: TBQ
1327,20360,Sata Internacional: S4
1328,20361,Valley Air Express Inc.: 2U
1329,20362,China Cargo Airline: CK
1330,20363,Endeavor Air Inc.: 9E
1331,20364,Canjet Airlines: C6
1332,20365,Aviation Concepts: CZQ
1333,20366,ExpressJet Airlines Inc.: EV
1334,20367,Freedom Air: FRA
1335,20368,Allegiant Air: G4
1336,20370,Kalitta Air LLC: KAQ
1337,20371,Reliant Airlines: RLQ
1338,20372,Kalitta Charters II: KLQ
1339,20373,Propair: PPQ
1340,20374,ExpressJet Airlines Inc. (1): XE
1341,20375,First Choice Airways: TZQ
1342,20376,"Mn Aviation, Inc.: W4"
1343,20377,Omni Air Express: X9
1344,20378,Mesa Airlines Inc.: YV
1345,20379,Zantop International: ZKQ
1346,20380,SkyLink Express Inc.: PEQ
1347,20381,Air Atlanta Europe: EUQ
1348,20382,Victory Air Transport Inc.: VCQ
1349,20383,Venture Travel LLC d/b/a Taquan Air Service: K3
1350,20384,Pan American World Airways (1): PA (1)
1351,20385,Air Panama Internacional: OP (1)
1352,20386,Pan American World Airways: PA (2)
1353,20387,Pan American Airways Corp.: PN
1354,20388,Flying Boat Inc.: OP
1355,20389,Florida Coastal Airlines: PA
1356,20390,Belair Airlines Ltd.: 4T
1357,20391,Israir Airlines: 6H
1358,20392,Emirates: EK
1359,20393,Business Express: HQ (1)
1360,20394,Harmony Airways: HQ
1361,20395,Sociedad Aeronautica De Med: MM (1)
1362,20396,Euro Atlantic Airways: MM
1363,20397,PSA Airlines Inc.: OH
1364,20398,Envoy Air: MQ
1365,20399,Planet Airways: PLQ
1366,20400,Capital Cargo International: PT (1)
1367,20401,Silver Airways: 3M
1368,20402,Miami Air International: GL
1369,20403,Discovery Airways Inc.: DH (1)
1370,20404,Independence Air: DH
1371,20405,National Air Cargo Group Inc d/ba National Airlines: N8
1372,20406,NetJets Large Aircraft Company L.L.C.: BNQ
1373,20407,"Regions Air, Inc.: 3C"
1374,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo: 5V
1375,20409,JetBlue Airways: B6
1376,20410,Celtic Tech Jet Ltd.: CSQ
1377,20411,Arizona Express: K7
1378,20412,Nations Air Express Inc.: N5 (1)
1379,20413,Skagway Air Service: N5
1380,20414,Executive Airlines: OW
1381,20415,North American Airlines: NA
